央视卫视,#genre#
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2640&tk=7877e7cc41c7
广西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2217&tk=7877e7cc41c7
贵州卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0312&tk=7877e7cc41c7
海南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0303&tk=7877e7cc41c7
河北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2541&tk=7877e7cc41c7
河南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0070&tk=7877e7cc41c7
黑龙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6517&tk=7877e7cc41c7
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2166&tk=7877e7cc41c7
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2112&tk=7877e7cc41c7
吉林卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1198&tk=7877e7cc41c7
江苏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4083&tk=7877e7cc41c7
江西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7802&tk=7877e7cc41c7
辽宁卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9549&tk=7877e7cc41c7
内蒙古卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0814&tk=7877e7cc41c7
宁夏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1866&tk=7877e7cc41c7
青海卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8552&tk=7877e7cc41c7
山东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0056&tk=7877e7cc41c7
山西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9237&tk=7877e7cc41c7
陕西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1742&tk=7877e7cc41c7
四川卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8096&tk=7877e7cc41c7
天津卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5542&tk=7877e7cc41c7
西藏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3933&tk=7877e7cc41c7
新疆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9425&tk=7877e7cc41c7
云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6767&tk=7877e7cc41c7
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0421&tk=7877e7cc41c7
重庆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1917&tk=7877e7cc41c7

央卫IPV6-1,#genre#
CCTV-1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3995&tk=7877e7cc41c7
CCTV-2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9915&tk=7877e7cc41c7
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9432&tk=7877e7cc41c7
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6468&tk=7877e7cc41c7
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2155&tk=7877e7cc41c7
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0251&tk=7877e7cc41c7
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9293&tk=7877e7cc41c7
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9924&tk=7877e7cc41c7
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3845&tk=7877e7cc41c7
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7747&tk=7877e7cc41c7
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0193&tk=7877e7cc41c7
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6106&tk=7877e7cc41c7
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5913&tk=7877e7cc41c7
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9126&tk=7877e7cc41c7
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4987&tk=7877e7cc41c7
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4859&tk=7877e7cc41c7
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0676&tk=7877e7cc41c7
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5838&tk=7877e7cc41c7
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8183&tk=7877e7cc41c7
安徽卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9732&tk=7877e7cc41c7
北京卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5698&tk=7877e7cc41c7
东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6214&tk=7877e7cc41c7
东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7397&tk=7877e7cc41c7
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6476&tk=7877e7cc41c7
广西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3132&tk=7877e7cc41c7
贵州卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6729&tk=7877e7cc41c7
海南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7180&tk=7877e7cc41c7
河北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0295&tk=7877e7cc41c7
河南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7957&tk=7877e7cc41c7
黑龙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7921&tk=7877e7cc41c7
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2594&tk=7877e7cc41c7
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7034&tk=7877e7cc41c7
吉林卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9292&tk=7877e7cc41c7
辽宁卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2755&tk=7877e7cc41c7
江苏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2337&tk=7877e7cc41c7
江西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1766&tk=7877e7cc41c7
内蒙古卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3698&tk=7877e7cc41c7
宁夏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8610&tk=7877e7cc41c7
青海卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3584&tk=7877e7cc41c7
山东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8543&tk=7877e7cc41c7
山西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7097&tk=7877e7cc41c7
陕西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6813&tk=7877e7cc41c7
四川卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6873&tk=7877e7cc41c7
天津卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0378&tk=7877e7cc41c7
西藏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4274&tk=7877e7cc41c7
新疆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2706&tk=7877e7cc41c7
云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0130&tk=7877e7cc41c7
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0003&tk=7877e7cc41c7
重庆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8904&tk=7877e7cc41c7

央卫IPV6-2,#genre#
CCTV-1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1619&tk=7877e7cc41c7
CCTV-2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1364&tk=7877e7cc41c7
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9805&tk=7877e7cc41c7
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3467&tk=7877e7cc41c7
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1737&tk=7877e7cc41c7
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1947&tk=7877e7cc41c7
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8832&tk=7877e7cc41c7
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3108&tk=7877e7cc41c7
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7007&tk=7877e7cc41c7
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0430&tk=7877e7cc41c7
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4435&tk=7877e7cc41c7
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4405&tk=7877e7cc41c7
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8669&tk=7877e7cc41c7
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5615&tk=7877e7cc41c7
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8445&tk=7877e7cc41c7
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3282&tk=7877e7cc41c7
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4824&tk=7877e7cc41c7
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7648&tk=7877e7cc41c7
江西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7533&tk=7877e7cc41c7
江苏卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8643&tk=7877e7cc41c7
北京卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0254&tk=7877e7cc41c7
东方卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6490&tk=7877e7cc41c7
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5671&tk=7877e7cc41c7
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2039&tk=7877e7cc41c7
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1733&tk=7877e7cc41c7
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2736&tk=7877e7cc41c7
安徽卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8840&tk=7877e7cc41c7
重庆卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4982&tk=7877e7cc41c7
黑龙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9841&tk=7877e7cc41c7
辽宁卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6765&tk=7877e7cc41c7
山东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3726&tk=7877e7cc41c7
天津卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2127&tk=7877e7cc41c7
东南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7993&tk=7877e7cc41c7
甘肃卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9719&tk=7877e7cc41c7
广西卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8629&tk=7877e7cc41c7
贵州卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7281&tk=7877e7cc41c7
河北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1533&tk=7877e7cc41c7
青海卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3930&tk=7877e7cc41c7
四川卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2204&tk=7877e7cc41c7
云南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8779&tk=7877e7cc41c7

少儿频道,#genre#
黑龙江少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7643&tk=7877e7cc41c7
黑莓动画,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9626&tk=7877e7cc41c7
哈哈炫动,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5666&tk=7877e7cc41c7
卡酷少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5854&tk=7877e7cc41c7
浙江少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1073&tk=7877e7cc41c7
浙江少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6895&tk=7877e7cc41c7
韩国EBS少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3460&tk=7877e7cc41c7
韩国EBS少儿,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6088&tk=7877e7cc41c7
迪斯尼,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0704&tk=7877e7cc41c7
猪猪侠•英雄猪少年,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6390&tk=7877e7cc41c7
狮子王国,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8854&tk=7877e7cc41c7
倒霉特熊,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4433&tk=7877e7cc41c7
云朵妈妈,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9187&tk=7877e7cc41c7
熊大熊二,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7488&tk=7877e7cc41c7
熊出没•夺宝熊兵,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2670&tk=7877e7cc41c7
熊出没•重返地球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8133&tk=7877e7cc41c7
熊出没•狂野大陆,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8035&tk=7877e7cc41c7
反转星球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5930&tk=7877e7cc41c7
大头儿子★01,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5014&tk=7877e7cc41c7
大头儿子★02,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2000&tk=7877e7cc41c7
大头儿子★03,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0576&tk=7877e7cc41c7
大头儿子★04,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1417&tk=7877e7cc41c7
hy-动漫-餐桌上的世说新语,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3165&tk=7877e7cc41c7
hy-动漫-茶啊二中,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4828&tk=7877e7cc41c7
hy-动漫-成龙历险记,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9546&tk=7877e7cc41c7
hy-动漫-从前有座灵剑山,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0476&tk=7877e7cc41c7
hy-动漫-动漫电影轮播,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3136&tk=7877e7cc41c7
hy-动漫-动漫电影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5503&tk=7877e7cc41c7
hy-动漫-斗罗大陆,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5423&tk=7877e7cc41c7
hy-动漫-斗破,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9530&tk=7877e7cc41c7
hy-动漫-斗破苍穹,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6285&tk=7877e7cc41c7
hy-动漫-哆啦A梦,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2459&tk=7877e7cc41c7
hy-动漫-国漫,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4635&tk=7877e7cc41c7
hy-动漫-海绵宝宝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2125&tk=7877e7cc41c7
hy-动漫-海贼王,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7536&tk=7877e7cc41c7
hy-动漫-狐妖小红娘,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5742&tk=7877e7cc41c7
hy-动漫-画江湖之不良人,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6522&tk=7877e7cc41c7
hy-动漫-火影忍者,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3861&tk=7877e7cc41c7
hy-动漫-蜡笔小新,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6545&tk=7877e7cc41c7
hy-动漫-猫和老鼠,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5962&tk=7877e7cc41c7
hy-动漫-民调局异闻录,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4313&tk=7877e7cc41c7
hy-动漫-七龙珠,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8166&tk=7877e7cc41c7
hy-动漫-全职高手Ⅱ,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7672&tk=7877e7cc41c7
hy-动漫-全职猎人,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1812&tk=7877e7cc41c7
hy-动漫-少年歌行,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1915&tk=7877e7cc41c7
hy-动漫-神奇宝贝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6917&tk=7877e7cc41c7
hy-动漫-神行大宝,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9352&tk=7877e7cc41c7
hy-动漫-神印王座,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3866&tk=7877e7cc41c7
hy-动漫-圣斗士,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9586&tk=7877e7cc41c7
hy-动漫-四驱小子,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6730&tk=7877e7cc41c7
hy-动漫-头文字D,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4864&tk=7877e7cc41c7
hy-动漫-网球王子,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6988&tk=7877e7cc41c7
hy-动漫-武庚纪,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7557&tk=7877e7cc41c7
hy-动漫-武林外传,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8171&tk=7877e7cc41c7
hy-动漫-喜仔的世界,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0653&tk=7877e7cc41c7
hy-动漫-熊出没,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6089&tk=7877e7cc41c7
hy-动漫-一念永恒,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3459&tk=7877e7cc41c7
hy-动漫-一人之下,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7579&tk=7877e7cc41c7
hy-动漫-樱桃小丸子,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7943&tk=7877e7cc41c7
hy-动漫-在下葛二蛋,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7943&tk=7877e7cc41c7
hy-动漫-中国探月太空萌兔,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3616&tk=7877e7cc41c7
hy-动漫-中华小当家,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7626&tk=7877e7cc41c7
hy-动漫-01,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1559&tk=7877e7cc41c7
hy-动漫-02,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4808&tk=7877e7cc41c7
hy-动漫-03,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2647&tk=7877e7cc41c7
hy-动漫-04,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9728&tk=7877e7cc41c7
hy-动漫-05,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0838&tk=7877e7cc41c7
hy-动漫-06,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6856&tk=7877e7cc41c7
hy-动漫-07,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4198&tk=7877e7cc41c7
hy-动漫-08,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7194&tk=7877e7cc41c7
hy-动漫-09,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1987&tk=7877e7cc41c7
hy-动漫-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8966&tk=7877e7cc41c7
hy-动漫-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8607&tk=7877e7cc41c7
hy-动漫-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6899&tk=7877e7cc41c7
hy-动漫-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3238&tk=7877e7cc41c7
hy-动漫-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7164&tk=7877e7cc41c7
hy-动漫-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5908&tk=7877e7cc41c7
hy-动漫-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4149&tk=7877e7cc41c7
hy-动漫-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3502&tk=7877e7cc41c7
hy-动漫-18,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6381&tk=7877e7cc41c7
hy-动漫-19,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5627&tk=7877e7cc41c7
hy-动漫-20,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5612&tk=7877e7cc41c7
hy-动漫-21,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4215&tk=7877e7cc41c7
hy-动漫-22,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5450&tk=7877e7cc41c7
YY-动漫-遮天,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5955&tk=7877e7cc41c7
YY-动漫-吞噬星空,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8831&tk=7877e7cc41c7
YY-动漫-仙逆,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9290&tk=7877e7cc41c7
YY-动漫-仙逆+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1300&tk=7877e7cc41c7
YY-动漫-武神主宰,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0025&tk=7877e7cc41c7
YY-动漫-06,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5410&tk=7877e7cc41c7
YY-动漫-07,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6225&tk=7877e7cc41c7
YY-动漫-08,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7592&tk=7877e7cc41c7
YY-动漫-09,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6842&tk=7877e7cc41c7
YY-动漫-动画片,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6610&tk=7877e7cc41c7
YY-动漫-动漫2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8525&tk=7877e7cc41c7
YY-动漫-斗罗斗破,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9815&tk=7877e7cc41c7
YY-动漫-斗罗和斗破,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9196&tk=7877e7cc41c7
YY-动漫-灌篮高手,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2471&tk=7877e7cc41c7
YY-动漫-灌篮高手动漫,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8620&tk=7877e7cc41c7
YY-动漫-国漫,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2390&tk=7877e7cc41c7
YY-动漫-国漫动漫,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8579&tk=7877e7cc41c7
YY-动漫-国漫动漫片,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5779&tk=7877e7cc41c7
YY-动漫-国漫热播,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8422&tk=7877e7cc41c7
YY-动漫-萌鸡小队Ⅰ,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0431&tk=7877e7cc41c7
YY-动漫-神厨小福贵,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7819&tk=7877e7cc41c7
YY-动漫-熊出没之探险日记,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8990&tk=7877e7cc41c7
YY-动漫-妖神记,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1989&tk=7877e7cc41c7
YY-动漫-妖神记+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1260&tk=7877e7cc41c7
YY-动漫-妖神记之黑狱篇,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4903&tk=7877e7cc41c7
YY-动漫-宇宙护卫队,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1393&tk=7877e7cc41c7
